Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,brand,name,description,price,currency,scraped_at,terms
110805,Front of Store,Yes,Clothing,No,2477,Zara,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,159,USD,2024-02-19T08:50:22.752699,jackets
179801,Front of Store,No,Clothing,Yes,2608,Zara,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,129,USD,2024-02-19T08:50:23.449176,jackets
134927,Aisle,Yes,Clothing,Yes,2252,Zara,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,129,USD,2024-02-19T08:50:23.929417,jackets
123150,End-cap,Yes,Clothing,No,2074,Zara,CROPPED BOMBER JACKET LIMITED EDITION,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,129,USD,2024-02-19T08:50:24.492261,jackets
159145,End-cap,Yes,Clothing,No,2579,Zara,FAUX LEATHER PUFFER JACKET,Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.,109,USD,2024-02-19T08:50:25.084642,jackets
172364,Aisle,Yes,Clothing,No,2931,Zara,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,109,USD,2024-02-19T08:50:26.108791,jackets
178281,End-cap,No,Clothing,Yes,1145,Zara,BOMBER JACKET,Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.,109,USD,2024-02-19T08:50:27.368815,jackets
194339,End-cap,No,Clothing,No,1792,Zara,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2024-02-19T08:50:28.013766,jackets
174412,Aisle,No,Clothing,Yes,1796,Zara,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,69.9,USD,2024-02-19T08:50:28.575851,jackets
114877,Aisle,No,Clothing,No,1860,Zara,SUEDE JACKET,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,349,USD,2024-02-19T08:50:29.497634,jackets
140727,End-cap,Yes,Clothing,Yes,1002,Zara,CONTRASTING COLLAR JACKET,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,79.9,USD,2024-02-19T08:50:30.899896,jackets
133109,Front of Store,No,Clothing,Yes,2063,Zara,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,79.9,USD,2024-02-19T08:50:31.435371,jackets
127296,Aisle,No,Clothing,No,1165,Zara,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,89.9,USD,2024-02-19T08:50:32.016086,jackets
133757,Aisle,Yes,Clothing,No,2071,Zara,POCKET PUFFER JACKET,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,129,USD,2024-02-19T08:50:32.531017,jackets
111760,End-cap,No,Clothing,No,1474,Zara,TECHNICAL JACKET WITH POCKETS,Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.,109,USD,2024-02-19T08:50:33.138517,jackets
198375,End-cap,No,Clothing,No,2202,Zara,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,69.9,USD,2024-02-19T08:50:33.724614,jackets
168837,Aisle,No,Clothing,No,665,Zara,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2024-02-19T08:50:34.380743,jackets
138505,Front of Store,No,Clothing,No,2478,Zara,RIPPED DENIM JACKET,Denim jacket with lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed effect and rips. Front button closure.,69.9,USD,2024-02-19T08:50:35.011352,jackets
116228,End-cap,Yes,Clothing,No,647,Zara,TEXTURED POCKET JACKET,Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,USD,2024-02-19T08:50:35.534355,jackets
167592,Front of Store,Yes,Clothing,No,707,Zara,FAUX SUEDE PATCH JACKET,Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,89.9,USD,2024-02-19T08:50:36.278549,jackets
133100,End-cap,Yes,Clothing,No,2729,Zara,PUFFER JACKET WITH POUCH POCKET,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,89.9,USD,2024-02-19T08:50:37.262777,jackets
119955,Front of Store,No,Clothing,No,1590,Zara,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,89.9,USD,2024-02-19T08:50:37.977065,jackets
189349,End-cap,Yes,Clothing,No,1245,Zara,TEXTURED WEAVE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,89.9,USD,2024-02-19T08:50:38.675293,jackets
127478,Front of Store,No,Clothing,Yes,2498,Zara,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,129,USD,2024-02-19T08:50:39.146924,jackets
180661,Front of Store,No,Clothing,Yes,1041,Zara,HOODED QUILTED JACKET,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,129,USD,2024-02-19T08:50:39.688602,jackets
186681,End-cap,No,Clothing,Yes,1717,Zara,LIGHTWEIGHT PUFFER JACKET,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,19.99,USD,2024-02-19T08:50:40.213708,jackets
133183,Front of Store,Yes,Clothing,Yes,2859,Zara,COTTON BLEND BOMBER JACKET,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,89.9,USD,2024-02-19T08:50:40.898654,jackets
173508,Aisle,Yes,Clothing,No,1658,Zara,POCKET JACKET,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,129,USD,2024-02-19T08:50:41.427891,jackets
187930,End-cap,No,Clothing,Yes,706,Zara,OVERSIZED BOMBER JACKET,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,89.9,USD,2024-02-19T08:50:41.944116,jackets
124088,End-cap,Yes,Clothing,Yes,2065,Zara,EMBROIDERED PATCH JACKET,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqués with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,79.9,USD,2024-02-19T08:50:42.629521,jackets
190238,Front of Store,No,Clothing,Yes,1917,Zara,ACID WASH DENIM JACKET,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,89.9,USD,2024-02-19T08:50:43.067567,jackets
151925,End-cap,Yes,Clothing,Yes,2179,Zara,VINTAGE EFFECT LEATHER BOMBER JACKET,,299,USD,2024-02-19T08:50:43.543555,jackets
163234,Front of Store,No,Clothing,No,1633,Zara,TEXTURED DENIM JACKET LIMITED EDITION,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,89.9,USD,2024-02-19T08:50:44.126726,jackets
135610,Aisle,Yes,Clothing,Yes,1513,Zara,WOOL BLEND JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109,USD,2024-02-19T08:50:45.034237,jackets
117065,Aisle,Yes,Clothing,Yes,758,Zara,COTTON - LINEN BLEND JACKET,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,109,USD,2024-02-19T08:50:45.809524,jackets
149315,End-cap,Yes,Clothing,No,718,Zara,FLEECE BOMBER JACKET,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109,USD,2024-02-19T08:50:46.259361,jackets
149510,Aisle,No,Clothing,Yes,1412,Zara,ZIPPERED JACKET,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,59.9,USD,2024-02-19T08:50:47.254145,jackets
137990,Aisle,No,Clothing,No,2929,Zara,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,29.99,USD,2024-02-19T08:50:49.940814,jackets
154016,End-cap,Yes,Clothing,Yes,2366,Zara,WOOL BLEND TEXTURED JACKET,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,189,USD,2024-02-19T08:50:48.692260,jackets
117751,Aisle,No,Clothing,No,2749,Zara,CONTRAST JACQUARD JACKET,Full cut jacket with lapel collar and long sleeves. Front button closure.,89.9,USD,2024-02-19T08:50:51.200272,jackets
182362,Front of Store,No,Clothing,No,2019,Zara,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,69.9,USD,2024-02-19T08:50:51.711859,jackets
117725,Aisle,No,Clothing,Yes,1506,Zara,CONTRASTING PATCHES HOODED JACKET,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,109,USD,2024-02-19T08:50:52.206404,jackets
145289,End-cap,No,Clothing,No,1012,Zara,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,109,USD,2024-02-19T08:50:52.732112,jackets
173576,End-cap,Yes,Clothing,No,1838,Zara,,,129,USD,2024-02-19T08:50:54.476057,jackets
175059,Aisle,Yes,Clothing,No,2170,Zara,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,USD,2024-02-19T08:50:54.927480,jackets
199368,Front of Store,No,Clothing,Yes,1061,Zara,WOOL BLEND JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.,139,USD,2024-02-19T08:50:55.455689,jackets
162883,Front of Store,Yes,Clothing,No,786,Zara,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. High collar with foldable interior hood. Long sleeves with interior rib cuffs. Front pockets with hidden zip closure and interior pocket detail. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,139,USD,2024-02-19T08:50:55.898064,jackets
135490,Front of Store,No,Clothing,No,1094,Zara,MIXED COLLAR WAXED JACKET,Jacket made of waxed finish fabric with lightly padded interior. Contrast fabric lapel collar. Long sleeves. Patch pockets at hip. Interior pocket. Slightly cropped length. Front hidden zip and button closure.,139,USD,2024-02-19T08:50:56.349784,jackets
125408,End-cap,Yes,Clothing,Yes,2220,Zara,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,89.9,USD,2024-02-19T08:50:56.784017,jackets
134763,Front of Store,No,Clothing,Yes,2048,Zara,PADDED BOMBER JACKET,Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,89.9,USD,2024-02-19T08:50:57.586300,jackets
143231,Aisle,No,Clothing,No,2578,Zara,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,89.9,USD,2024-02-19T08:50:58.065096,jackets
125409,End-cap,Yes,Clothing,No,2040,Zara,POCKET DENIM JACKET,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,89.9,USD,2024-02-19T08:50:58.577931,jackets
183074,Aisle,No,Clothing,No,2791,Zara,BOXY FIT DENIM JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect.Asymmetric hem with side vents. Front button closure.,89.9,USD,2024-02-19T08:50:59.005564,jackets
147947,Aisle,Yes,Clothing,Yes,1249,Zara,FAUX SHEARLING PLAID JACKET,Jacket made of faux shearling fabric. V-neckline and long sleeves with elastic cuffs. Lined interior with structured mesh fabric. Welt pockets at hip. Adjustable hem with side elastics. Front snap button closure.,89.9,USD,2024-02-19T08:50:59.512967,jackets
174171,Front of Store,Yes,Clothing,Yes,2273,Zara,EMBROIDERED FOREST JACKET,Jacket with lightly padded interior. Corduroy lapel collar. Long sleeves. Patch pockets at hip. Front button closure.,89.9,USD,2024-02-19T08:50:59.919169,jackets
183064,Front of Store,Yes,Clothing,No,1773,Zara,POCKET OVERSHIRT,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.,89.9,USD,2024-02-19T08:51:00.445955,jackets
177131,Aisle,Yes,Clothing,Yes,1733,Zara,BOUCLE TEXTURED VEST,Vest made of viscose and wool blend fabric. V-neckline. Patch pockets at hip. Front zip closure.,69.9,USD,2024-02-19T08:51:00.909778,jackets
128179,End-cap,Yes,Clothing,No,2060,Zara,COLOR BLOCK PUFFER JACKET,Jacket made of technical fabric with padded interior. High collar and long sleeves with elastic cuffs. Front pockets with hidden zip closure. Elastic hem. Front zip closure.,89.9,USD,2024-02-19T08:51:03.376537,jackets
152723,Aisle,No,Clothing,Yes,2849,Zara,LONGLINE QUILTED JACKET,Parka made of technical fabric with padded interior. High collar with removable hood. Long sleeves with interior elastic cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Adjustable interior waistband with drawstring. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,169,USD,2024-02-19T08:51:03.976837,jackets
123824,Aisle,Yes,Clothing,No,2277,Zara,WOOL BLEND SUIT JACKET,Straight fit jacket made of wool blend fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Central vent at back hem. Front button closure.,169,USD,2024-02-19T08:51:04.381493,jackets
166345,Aisle,No,Clothing,Yes,1135,Zara,HOODED KNIT CARDIGAN,Cotton knit jacket. Hooded collar and long sleeves. Rib trim. Front pouch pockets. Rib trim. Front zip closure.,69.9,USD,2024-02-19T08:51:04.832708,jackets
199279,Aisle,No,Clothing,No,1770,Zara,HOODED TECHNICAL JACKET,Jacket made of technical fabric with brushed interior. High collar with adjustable hood. Long sleeves with cuffs and adhesive straps. Zip pockets at chest and hip. Front zip closure.,19.99,USD,2024-02-19T08:51:05.301146,jackets
167981,End-cap,No,Clothing,No,730,Zara,HOUNDSTOOTH SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,139,USD,2024-02-19T08:51:05.729975,jackets
146839,Aisle,No,Clothing,No,1525,Zara,BOMBER JACKET,Jacket with padded interior. Rib elastic collar and long sleeves. Flap pockets at hip and interior pocket. Rib trim. Front zip closure.,109,USD,2024-02-19T08:51:06.241653,jackets
187180,Front of Store,No,Clothing,Yes,647,Zara,HOODED TECHNICAL JACKET,Cropped jacket made of technical fabric. Hooded high collar and long sleeves with adjustable snap button cuffs. Front patch pockets with flaps at hips. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,109,USD,2024-02-19T08:51:06.707251,jackets
167640,End-cap,Yes,Clothing,Yes,1017,Zara,HOODED TECHNICAL JACKET,Jacket made of technical fabric. High collar with adjustable drawstring hood. Long sleeves with rib cuffs. Chest welt pocket and hip patch pockets. Interior pocket. Adjustable hem with elastics at sides. Front zip hidden by a snap button flap.,109,USD,2024-02-19T08:51:07.123755,jackets
165158,Front of Store,No,Clothing,No,1622,Zara,WASHED EFFECT BOMBER JACKET,Jacket made of technical fabric. Lapel collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Washed effect. Elasticized trim. Front zip hidden by a snap button flap.,109,USD,2024-02-19T08:51:07.574182,jackets
111521,Front of Store,Yes,Clothing,Yes,2553,Zara,WASHED TECHNICAL JACKET,Jacket made of technical fabric. High collar and long sleeves with adjustable cuffs with snap button straps. Flap patch pockets at hip. Adjustable drawstring hem. Washed effect. Front zip hidden by a snap button flap.,99.9,USD,2024-02-19T08:51:08.034717,jackets
120228,End-cap,No,Clothing,No,2347,Zara,100% FEATHER FILL PUFFER JACKET,Puffer vest made of technical fabric. Fill is a blend of 60% down and 40% feather. Sleeveless design with high collar. Zip pockets at hip and interior pocket. Adjustable hem with side elastics. Front snap button closure.,89.9,USD,2024-02-19T08:51:09.075286,jackets
133078,Aisle,No,Clothing,Yes,2535,Zara,PADDED BOMBER JACKET,Jacket made of technical fabric with lightly padded interior. Rib elastic collar and long sleeves. Zip pockets at hip. Elastic hem. Front zip closure.,69.9,USD,2024-02-19T08:51:09.691591,jackets
137598,Aisle,No,Clothing,Yes,2839,Zara,POCKET JACKET,Regular fit jacket with lapel collar and long sleeves. Patch pockets at chest and hip. Front button closure.,139,USD,2024-02-19T08:51:16.093596,jackets
138779,Front of Store,Yes,Clothing,Yes,2801,Zara,SLIM FIT SUIT JACKET,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,139,USD,2024-02-19T08:51:16.538826,jackets
198329,Front of Store,Yes,Clothing,Yes,628,Zara,MIXED COLLAR JACKET,Jacket made of technical fabric with lightly padded interior. Rib high collar. Long sleeves with elastic cuffs. Patch pockets at hip. Front zip closure.,109,USD,2024-02-19T08:51:16.995121,jackets
110295,End-cap,Yes,Clothing,No,1448,Zara,HOODED DENIM JACKET,Boxy fit jacket. High collar with adjustable hood and long sleeves with buttoned cuffs. Patch pockets with flaps at chest. Front straps with multi-functional ring. Washed effect. Front hidden zip and snap button closure.,129,USD,2024-02-19T08:51:17.402321,jackets
196427,Aisle,Yes,Clothing,No,1401,Zara,WAXED EFFECT PLAID JACKET,Cropped jacket made of cotton with waxed finish. Lapel collar and long adjustable cuffed sleeves. Welt pockets at hip and interior pocket. Adjustable front drawcord hem. Front zip closure.,169,USD,2024-02-19T08:51:17.903438,jackets
